MODEL_NAME,NUM_EPOCHS,N,F,NUM_TRAJ,TRAJ_LENGTH,ACTIVATION,HIDDEN_SIZE,BETA,TRAIN_LOSS,TRAIN_AVERAGE_EUCLIDEAN_DISTANCE,VAL_LOSS,VAL_AVERAGE_EUCLIDEAN_DISTANCE,TEST_LOSS,TEST_AVERAGE_EUCLIDEAN_DISTANCE,Lyapunov,MINS_SV,MIN_GRADS_SV
"2026-08-21T21-46-52_Softplus(beta=1.0, threshold=20.0)_32_45",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",32,1,1.75e-05,0.0112326,3.02e-05,0.0146199,3.74e-05,0.0159954,"[ 1.52010494e+00  4.75948837e-01  3.94471151e-03 -4.07842218e-01
 -9.63022263e-01 -1.54560275e+00 -2.54346108e+00 -4.73769403e+00]","[1.03564862 1.00442349 0.99326885 0.98120919 0.96845736 0.94529962
 0.92258557 0.88741038]","[-0.31458193 -0.41731472 -0.35983268 -0.37122358 -0.3544045  -0.32985378
 -0.2934996  -0.18513018]"
"2026-08-21T21-46-52_Softplus(beta=1.0, threshold=20.0)_32_46",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",32,1,1.67e-05,0.0109428,3.6e-05,0.016455,3.6e-05,0.0154794,"[ 1.62827417  0.44184798 -0.00489007 -0.42727024 -0.94971093 -1.52662988
 -2.54432789 -4.70770311]","[1.03403093 1.00433849 0.99307375 0.98022819 0.96896413 0.9438287
 0.92254394 0.88889329]","[-0.29686935 -0.36729574 -0.36075708 -0.37867157 -0.35000843 -0.33274714
 -0.30203724 -0.19348076]"
"2026-08-21T21-46-52_Softplus(beta=1.0, threshold=20.0)_32_47",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",32,1,1.73e-05,0.0110547,3.7e-05,0.0156392,4.74e-05,0.0171866,"[ 1.56871907e+00  3.75074693e-01  4.43407554e-03 -4.46378439e-01
 -9.99656296e-01 -1.54248395e+00 -2.50825324e+00 -4.69382016e+00]","[1.03336914 1.00536616 0.9931997  0.98084422 0.96934523 0.94528972
 0.92476192 0.8869692 ]","[-0.28708773 -0.39756368 -0.37743094 -0.3573292  -0.36392303 -0.32663474
 -0.30187137 -0.18977429]"
"2026-08-21T21-46-52_Softplus(beta=1.0, threshold=20.0)_32_48",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",32,1,1.75e-05,0.0112617,6.43e-05,0.019097,6.94e-05,0.0194786,"[ 1.57056643e+00  4.34202994e-01  5.70576988e-04 -4.01928263e-01
 -9.39521346e-01 -1.53728553e+00 -2.48701866e+00 -4.83279852e+00]","[1.03423288 1.00542378 0.99310095 0.98062536 0.96900815 0.94427779
 0.92242524 0.88656899]","[-0.28321367 -0.40715062 -0.41926176 -0.38838933 -0.38469718 -0.36337399
 -0.34125805 -0.22163628]"
"2026-08-21T21-46-52_Softplus(beta=1.0, threshold=20.0)_32_49",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",32,1,1.68e-05,0.0109044,4.13e-05,0.0162424,3.28e-05,0.014884,"[ 1.58063162  0.39475863  0.00951703 -0.44320873 -0.96912275 -1.48633753
 -2.57421708 -4.7433892 ]","[1.03577402 1.00517316 0.99291682 0.98096666 0.9692004  0.94533134
 0.9254423  0.88650867]","[-0.28286209 -0.37894094 -0.3889841  -0.40745983 -0.35924539 -0.38655054
 -0.30716127 -0.18690017]"
"2026-08-21T21-46-52_Softplus(beta=1.0, threshold=20.0)_32_50",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",32,1,1.84e-05,0.0115261,4.77e-05,0.0183415,2.79e-05,0.0141838,"[ 1.55504984  0.43883281 -0.00586796 -0.43419687 -0.95652634 -1.50510239
 -2.57838996 -4.78358489]","[1.03326266 1.00766739 0.99293726 0.9806755  0.96866481 0.94509621
 0.92336395 0.88610429]","[-0.28344483 -0.40379746 -0.41752296 -0.34749208 -0.35747594 -0.35611299
 -0.331965   -0.19110977]"
"2026-08-22T01-46-50_Softplus(beta=1.0, threshold=20.0)_64_1",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",64,1,8.5e-06,0.0079181,2.87e-05,0.0138233,3.53e-05,0.015711,"[ 1.58699471  0.41827502 -0.01090824 -0.44359373 -0.97709326 -1.56906791
 -2.50566592 -4.77573231]","[1.03404334 1.00575755 0.99283536 0.98100894 0.97003355 0.94517015
 0.92340475 0.88707334]","[-0.30283301 -0.36023768 -0.36381891 -0.36827073 -0.31174521 -0.34340222
 -0.29375432 -0.20574998]"
"2026-08-22T01-46-50_Softplus(beta=1.0, threshold=20.0)_64_2",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",64,1,8e-06,0.0076097,2.94e-05,0.0140634,3.44e-05,0.0149865,"[ 1.57011444  0.41531207  0.01348652 -0.47727835 -0.95645941 -1.55675409
 -2.47802093 -4.79417602]","[1.03299383 1.00511502 0.99291225 0.98041933 0.96837959 0.94606511
 0.92419067 0.88414756]","[-0.3035555  -0.3944908  -0.37585944 -0.37977033 -0.37970666 -0.34396217
 -0.32342258 -0.19592992]"
"2026-08-22T01-46-50_Softplus(beta=1.0, threshold=20.0)_64_3",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",64,1,6.5e-06,0.0069185,5.48e-05,0.0179271,3.19e-05,0.0143118,"[ 1.56140911e+00  4.06199353e-01 -3.50947438e-03 -4.64754257e-01
 -1.03292062e+00 -1.58574539e+00 -2.61059882e+00 -4.67079969e+00]","[1.03647271 1.00360825 0.99239222 0.98032569 0.96912044 0.94388138
 0.92490986 0.88562783]","[-0.30529862 -0.36326058 -0.37465391 -0.34511544 -0.3104885  -0.38360809
 -0.35136368 -0.19160745]"
"2026-08-22T01-46-50_Softplus(beta=1.0, threshold=20.0)_64_4",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",64,1,8.1e-06,0.0076609,3.78e-05,0.0151673,4.02e-05,0.0154672,"[ 1.53540224e+00  4.03811141e-01 -3.79550230e-03 -4.34092573e-01
 -9.02702555e-01 -1.54856379e+00 -2.47054650e+00 -4.88206433e+00]","[1.03376515 1.00245508 0.99266807 0.98080542 0.96905923 0.94566976
 0.92534689 0.88578275]","[-0.35981262 -0.3891765  -0.38395498 -0.36562707 -0.33956865 -0.38549378
 -0.35083831 -0.1858749 ]"
"2026-08-22T01-46-50_Softplus(beta=1.0, threshold=20.0)_64_5",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",64,1,6.1e-06,0.0066875,4.43e-05,0.0172676,4.38e-05,0.0168965,"[ 1.56434899e+00  4.17271042e-01  4.34805231e-03 -4.86330876e-01
 -9.50664355e-01 -1.55118826e+00 -2.55576228e+00 -4.83410952e+00]","[1.03428291 1.00284628 0.99281304 0.98021363 0.9699317  0.944453
 0.92412416 0.88608581]","[-0.3430271  -0.44808919 -0.36108926 -0.35503507 -0.31922492 -0.34801557
 -0.31650168 -0.19912366]"
"2026-08-22T01-46-50_Softplus(beta=1.0, threshold=20.0)_64_6",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",64,1,7.1e-06,0.007236,3.35e-05,0.0149232,4.08e-05,0.014846,"[ 1.50771905  0.3270755  -0.02225039 -0.43697953 -1.01967197 -1.54406981
 -2.45471244 -4.77505894]","[1.03554231 1.00484634 0.99319342 0.97976719 0.96938298 0.9456134
 0.92562631 0.88758449]","[-0.27766887 -0.37360523 -0.34382118 -0.33059468 -0.30141399 -0.32569145
 -0.29682589 -0.20673775]"
"2026-08-22T01-46-50_Softplus(beta=1.0, threshold=20.0)_64_7",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",64,1,5.8e-06,0.0065598,4.02e-05,0.0159617,3.24e-05,0.0154846,"[ 1.57816017e+00  4.15066197e-01  1.02795136e-03 -4.24566487e-01
 -9.55267989e-01 -1.51164384e+00 -2.52458303e+00 -4.72673603e+00]","[1.03430874 1.00424175 0.99263129 0.98077771 0.96827792 0.94524089
 0.92524703 0.88787895]","[-0.30932663 -0.35836493 -0.36770264 -0.37826369 -0.36652309 -0.37706622
 -0.33053673 -0.19277968]"
"2026-08-22T01-46-50_Softplus(beta=1.0, threshold=20.0)_64_8",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",64,1,4.8e-06,0.0059284,2.53e-05,0.0129911,2.21e-05,0.0125451,"[ 1.60513976  0.43511781  0.00642766 -0.45648027 -1.00044459 -1.53888096
 -2.52515855 -4.79546561]","[1.03435378 1.00294135 0.99250846 0.98019174 0.96800332 0.94467779
 0.92470896 0.8857103 ]","[-0.29906404 -0.36809855 -0.36802987 -0.36053686 -0.32417127 -0.3321285
 -0.29063404 -0.17988805]"
"2026-08-22T01-46-50_Softplus(beta=1.0, threshold=20.0)_64_9",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",64,1,7.2e-06,0.0072525,3.51e-05,0.0154746,2.01e-05,0.0120576,"[ 1.55187554  0.43714093  0.00638868 -0.48170385 -1.01589822 -1.51159236
 -2.40287493 -4.85168433]","[1.03485526 1.00460477 0.99309388 0.97998956 0.96967337 0.94516353
 0.9249698  0.88341459]","[-0.30042851 -0.36172283 -0.35878819 -0.34175128 -0.33001907 -0.37654309
 -0.30859458 -0.18830612]"
"2026-08-22T01-46-50_Softplus(beta=1.0, threshold=20.0)_64_10",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",64,1,5.7e-06,0.0064747,3.31e-05,0.0146348,3.22e-05,0.0150365,"[ 1.66840103e+00  4.46120941e-01 -1.67312809e-03 -4.06829373e-01
 -9.03918090e-01 -1.50726411e+00 -2.56143227e+00 -4.82278941e+00]","[1.03204908 1.0043276  0.99223392 0.9806347  0.96926028 0.94528966
 0.92404797 0.88492512]","[-0.30440033 -0.37958977 -0.36877427 -0.33294102 -0.3654738  -0.38622037
 -0.34074535 -0.21273862]"
"2026-08-22T01-46-50_Softplus(beta=1.0, threshold=20.0)_64_11",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",64,1,6.6e-06,0.0069087,2.82e-05,0.0140413,3.68e-05,0.0160569,"[ 1.56273986  0.43907299  0.00843514 -0.44623675 -1.01239713 -1.54373037
 -2.51350138 -4.70862828]","[1.03320742 1.00518467 0.99317556 0.98042565 0.96939339 0.94396
 0.92456898 0.88431733]","[-0.31586626 -0.37604289 -0.4050537  -0.35497101 -0.35453444 -0.35234478
 -0.32956538 -0.18937169]"
"2026-08-22T01-46-50_Softplus(beta=1.0, threshold=20.0)_64_12",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",64,1,5.4e-06,0.0062838,3.6e-05,0.0144247,2.52e-05,0.0133529,"[ 1.52383607  0.41610214  0.00768034 -0.46499441 -1.01364911 -1.5406519
 -2.47761675 -4.79143146]","[1.0340097  1.00449964 0.99258345 0.98071285 0.96916507 0.94318544
 0.92529422 0.88761017]","[-0.30155345 -0.35226139 -0.3692618  -0.34029838 -0.33605458 -0.3676552
 -0.29959402 -0.1896135 ]"
"2026-08-22T01-46-50_Softplus(beta=1.0, threshold=20.0)_64_13",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",64,1,5.5e-06,0.0063218,3.21e-05,0.0135676,2.57e-05,0.0132475,"[ 1.58847693e+00  3.96440374e-01  1.20124485e-03 -4.74601506e-01
 -9.86846688e-01 -1.55598768e+00 -2.47929592e+00 -4.64632969e+00]","[1.0344396  1.00412405 0.99261303 0.98078401 0.96928493 0.94575939
 0.92601413 0.88650883]","[-0.31484622 -0.3703264  -0.35854293 -0.34138994 -0.35073574 -0.34383373
 -0.29235067 -0.18966403]"
"2026-08-22T01-46-50_Softplus(beta=1.0, threshold=20.0)_64_14",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",64,1,7e-06,0.0071822,3.26e-05,0.0154181,2.65e-05,0.0137945,"[ 1.59097361e+00  4.08756985e-01 -4.02825635e-03 -4.78544497e-01
 -1.00809143e+00 -1.56702656e+00 -2.56435128e+00 -4.81241934e+00]","[1.03348554 1.00357291 0.99271438 0.97988337 0.96876089 0.94441043
 0.9242056  0.88740895]","[-0.28405112 -0.36281407 -0.36998858 -0.35713377 -0.32867142 -0.32539445
 -0.31166739 -0.18666799]"
"2026-08-22T01-46-50_Softplus(beta=1.0, threshold=20.0)_64_15",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",64,1,6.3e-06,0.0068038,4.31e-05,0.0169313,2.66e-05,0.013498,"[ 1.58514922e+00  4.20069722e-01 -2.74489618e-05 -4.61490948e-01
 -9.93634830e-01 -1.50697537e+00 -2.48166755e+00 -4.89621671e+00]","[1.03356349 1.00327075 0.99328815 0.98074306 0.96936236 0.94374922
 0.92400199 0.88720221]","[-0.28045809 -0.37185425 -0.36354261 -0.35161023 -0.33260924 -0.35347389
 -0.31665324 -0.18595761]"
"2026-08-22T01-46-50_Softplus(beta=1.0, threshold=20.0)_64_16",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",64,1,6.8e-06,0.0070446,2.95e-05,0.0140109,3.73e-05,0.0151267,"[ 1.59880091e+00  4.18366515e-01 -4.17073094e-03 -5.57430292e-01
 -1.01275359e+00 -1.61080408e+00 -2.54122937e+00 -4.74418862e+00]","[1.03502999 1.00401726 0.99243852 0.98012627 0.96929952 0.94398348
 0.92557645 0.88853433]","[-0.29571646 -0.36283142 -0.3498648  -0.34196562 -0.31844995 -0.33933221
 -0.29008495 -0.18433733]"
"2026-08-22T01-46-50_Softplus(beta=1.0, threshold=20.0)_64_17",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",64,1,6.2e-06,0.0067797,5.47e-05,0.0177132,3.48e-05,0.0148813,"[ 1.64695216  0.47934856 -0.00851232 -0.4277456  -0.98655816 -1.60330777
 -2.50969489 -4.75934733]","[1.03473742 1.00524546 0.99237672 0.97985355 0.96945544 0.94551758
 0.92342245 0.88634677]","[-0.32136653 -0.39291719 -0.36848438 -0.35515405 -0.36084133 -0.36468246
 -0.37332201 -0.20382204]"
"2026-08-22T01-46-50_Softplus(beta=1.0, threshold=20.0)_64_18",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",64,1,7.2e-06,0.0072581,3.54e-05,0.0147147,3.3e-05,0.0148822,"[ 1.55968535e+00  4.33572972e-01 -3.29751884e-03 -5.04545421e-01
 -1.03396028e+00 -1.58005312e+00 -2.58397858e+00 -4.77140614e+00]","[1.03592491 1.00600527 0.99246786 0.98017272 0.96892809 0.94451836
 0.92509581 0.88654119]","[-0.29675864 -0.35339834 -0.3468483  -0.33840172 -0.32062216 -0.36313261
 -0.33833991 -0.1680303 ]"
"2026-08-22T01-46-50_Softplus(beta=1.0, threshold=20.0)_64_19",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",64,1,7.5e-06,0.0074595,3.31e-05,0.0152321,2.79e-05,0.0137922,"[ 1.5567933   0.4147318  -0.00885795 -0.48415786 -1.01928667 -1.55229093
 -2.52344549 -4.72407767]","[1.03539132 1.00545376 0.99271932 0.98065819 0.96950617 0.94449523
 0.92541576 0.88922186]","[-0.27321065 -0.35377002 -0.35899075 -0.33519574 -0.31108983 -0.34918761
 -0.31822062 -0.19073728]"
"2026-08-22T01-46-50_Softplus(beta=1.0, threshold=20.0)_64_20",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",64,1,6.9e-06,0.007095,4.41e-05,0.0165836,3.11e-05,0.0144061,"[ 1.54382345e+00  3.99488306e-01 -2.85635375e-03 -5.02791163e-01
 -1.06366407e+00 -1.65678190e+00 -2.53788315e+00 -4.66002603e+00]","[1.03519778 1.00485877 0.99237703 0.97921643 0.96890503 0.94511849
 0.92665248 0.88777085]","[-0.29874624 -0.35806472 -0.3509469  -0.35047043 -0.32648107 -0.33197845
 -0.31325124 -0.17166684]"
"2026-08-22T01-46-50_Softplus(beta=1.0, threshold=20.0)_64_21",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",64,1,4.8e-06,0.0059287,2.28e-05,0.012307,2.71e-05,0.0134312,"[ 1.58135339e+00  4.48482569e-01 -4.32990911e-03 -4.58534733e-01
 -9.66428368e-01 -1.57964154e+00 -2.54260253e+00 -4.83072037e+00]","[1.0340972  1.00315148 0.9929962  0.97971377 0.96792018 0.94435096
 0.92333867 0.88358481]","[-0.29410895 -0.36188183 -0.34982501 -0.34778488 -0.33226735 -0.35152167
 -0.32118877 -0.18900518]"
"2026-08-22T01-46-50_Softplus(beta=1.0, threshold=20.0)_64_22",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",64,1,8.1e-06,0.0076913,3.08e-05,0.0144086,3.46e-05,0.0151916,"[ 1.54277068  0.40595482  0.00481721 -0.4636806  -1.0272028  -1.5400196
 -2.52404543 -4.81304398]","[1.03556735 1.00258599 0.99223187 0.98031996 0.96899517 0.9453569
 0.92561959 0.88743721]","[-0.29630847 -0.36196786 -0.35376579 -0.33681694 -0.30889321 -0.33782951
 -0.28495835 -0.18288807]"
"2026-08-22T01-46-50_Softplus(beta=1.0, threshold=20.0)_64_23",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",64,1,5.3e-06,0.0061812,2.94e-05,0.0139605,3.72e-05,0.0160497,"[ 1.57520700e+00  4.51571425e-01  4.48645786e-03 -4.68736415e-01
 -9.91393592e-01 -1.55021471e+00 -2.54370278e+00 -4.80476052e+00]","[1.03279585 1.00386055 0.99240583 0.97978061 0.96811263 0.94617056
 0.92461504 0.8849539 ]","[-0.31995117 -0.37969114 -0.36136945 -0.3628274  -0.34358092 -0.34818784
 -0.30968651 -0.19619871]"
"2026-08-22T01-46-50_Softplus(beta=1.0, threshold=20.0)_64_24",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",64,1,5.8e-06,0.0065241,3.84e-05,0.016428,3.08e-05,0.0133672,"[ 1.59339934e+00  3.82366928e-01 -3.35991215e-03 -4.89915565e-01
 -9.94014325e-01 -1.52520150e+00 -2.52131010e+00 -4.72972356e+00]","[1.03380031 1.00511664 0.99336047 0.98043822 0.96935385 0.94501784
 0.92545489 0.88624225]","[-0.29872329 -0.37249869 -0.37196137 -0.3452846  -0.32561962 -0.33918774
 -0.30729253 -0.19010245]"
"2026-08-22T01-46-50_Softplus(beta=1.0, threshold=20.0)_64_25",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",64,1,5.6e-06,0.0063734,4.07e-05,0.0148706,2.81e-05,0.0136004,"[ 1.58256621e+00  4.04230358e-01 -4.02590818e-03 -4.81981691e-01
 -1.01813104e+00 -1.58399429e+00 -2.56013016e+00 -4.73091091e+00]","[1.03394235 1.00486519 0.99233963 0.98079777 0.96984204 0.94467555
 0.92641665 0.88921914]","[-0.28833129 -0.36840581 -0.36550813 -0.34399062 -0.32395115 -0.32615709
 -0.2943358  -0.16755077]"
"2026-08-22T01-46-50_Softplus(beta=1.0, threshold=20.0)_64_26",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",64,1,6e-06,0.0066602,3.38e-05,0.014907,3.95e-05,0.0161036,"[ 1.59197433e+00  3.48983055e-01  3.70900025e-03 -4.74535734e-01
 -1.06687889e+00 -1.59124714e+00 -2.52847909e+00 -4.71787919e+00]","[1.036034   1.00501635 0.99228987 0.97977955 0.96868444 0.94384322
 0.92383008 0.88499166]","[-0.29130476 -0.38494243 -0.38835779 -0.36218061 -0.36071322 -0.38947659
 -0.3244894  -0.19663962]"
"2026-08-22T01-46-50_Softplus(beta=1.0, threshold=20.0)_64_27",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",64,1,6e-06,0.0066544,2.47e-05,0.013364,3.51e-05,0.0151366,"[ 1.54132069e+00  3.40634056e-01  4.24665188e-03 -4.80556695e-01
 -1.02741861e+00 -1.59779837e+00 -2.39335782e+00 -4.83968317e+00]","[1.03461767 1.00464295 0.99315825 0.9796917  0.96868993 0.94499354
 0.92517148 0.88741052]","[-0.29745884 -0.35883862 -0.3445559  -0.36339365 -0.32990922 -0.31047484
 -0.31208468 -0.17811143]"
"2026-08-22T01-46-50_Softplus(beta=1.0, threshold=20.0)_64_28",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",64,1,6.7e-06,0.0070152,2.81e-05,0.0138984,2.59e-05,0.0138685,"[ 1.51522143  0.44908593  0.00702141 -0.4614639  -0.94175812 -1.61003723
 -2.55671157 -4.72760518]","[1.03376149 1.00352314 0.99282951 0.98032665 0.96922447 0.94483545
 0.92467801 0.88530983]","[-0.31510099 -0.35935629 -0.37717464 -0.38573795 -0.34132629 -0.33240089
 -0.29703954 -0.17955839]"
"2026-08-22T01-46-50_Softplus(beta=1.0, threshold=20.0)_64_29",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",64,1,6.7e-06,0.0070089,2.92e-05,0.0143364,2.86e-05,0.013839,"[ 1.55592067  0.35358212 -0.00913716 -0.45284165 -0.96290281 -1.54939242
 -2.47314515 -4.82800323]","[1.03381352 1.0031116  0.99316778 0.98037085 0.97001326 0.94334984
 0.92564987 0.88930319]","[-0.28773068 -0.34724214 -0.34252426 -0.32848372 -0.31155434 -0.34803078
 -0.29734245 -0.17445064]"
"2026-08-22T01-46-50_Softplus(beta=1.0, threshold=20.0)_64_30",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",64,1,5.2e-06,0.0061689,2.4e-05,0.0128717,3.25e-05,0.0142785,"[ 1.54010834e+00  4.20878732e-01  1.22265889e-03 -4.89698773e-01
 -9.86526017e-01 -1.57033281e+00 -2.46884059e+00 -4.83103919e+00]","[1.03413128 1.00476858 0.99241859 0.97988056 0.96836327 0.94476276
 0.92413359 0.88596592]","[-0.28439411 -0.36279413 -0.35791401 -0.35297321 -0.3174623  -0.34898549
 -0.32323823 -0.18735114]"
"2026-08-22T01-46-50_Softplus(beta=1.0, threshold=20.0)_64_31",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",64,1,6.1e-06,0.0066266,4.77e-05,0.0158899,4.29e-05,0.0166052,"[ 1.57834191e+00  3.99455588e-01 -4.72956928e-03 -4.66788126e-01
 -9.85392272e-01 -1.51441783e+00 -2.56466404e+00 -4.76096993e+00]","[1.0339773  1.00446168 0.99215803 0.98040337 0.96922154 0.94445105
 0.92388868 0.8891101 ]","[-0.31351945 -0.35919921 -0.36720997 -0.35712507 -0.31176853 -0.32391943
 -0.30778665 -0.17828969]"
"2026-08-22T01-46-50_Softplus(beta=1.0, threshold=20.0)_64_33",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",64,1,6.3e-06,0.0067783,3.11e-05,0.0137253,4.22e-05,0.0168032,"[ 1.51733858e+00  4.16188500e-01 -1.79870742e-03 -4.54010273e-01
 -9.85318599e-01 -1.55950613e+00 -2.51492746e+00 -4.71486222e+00]","[1.03437809 1.00459636 0.99266725 0.98023636 0.96858946 0.94461647
 0.9239713  0.88823462]","[-0.30631265 -0.37240973 -0.38739049 -0.3353172  -0.33349941 -0.35838595
 -0.3256414  -0.18134218]"
"2026-08-22T01-46-50_Softplus(beta=1.0, threshold=20.0)_64_34",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",64,1,7.3e-06,0.0072156,3.53e-05,0.0147909,4.34e-05,0.0165767,"[ 1.5503781   0.44846036 -0.00534777 -0.50587915 -0.96637161 -1.57288484
 -2.47245284 -4.80827621]","[1.03393793 1.00398528 0.99202804 0.98010058 0.96892091 0.94317069
 0.92287731 0.88791968]","[-0.30466815 -0.38630744 -0.37464941 -0.37132653 -0.35335536 -0.37150991
 -0.3572646  -0.20325026]"
"2026-08-22T01-46-50_Softplus(beta=1.0, threshold=20.0)_64_35",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",64,1,8.3e-06,0.0077937,3.38e-05,0.0155739,2.86e-05,0.0142172,"[ 1.54978070e+00  4.04245001e-01  1.14068147e-03 -4.63420172e-01
 -9.75030135e-01 -1.54382276e+00 -2.51054628e+00 -4.74922862e+00]","[1.03439993 1.00627743 0.99339663 0.98091239 0.96969595 0.94564495
 0.92401588 0.88583103]","[-0.28666586 -0.35342144 -0.33695261 -0.32173738 -0.30548838 -0.31551163
 -0.3436422  -0.20033904]"
"2026-08-22T01-46-50_Softplus(beta=1.0, threshold=20.0)_64_36",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",64,1,7e-06,0.0071331,3.5e-05,0.0150611,2.57e-05,0.0132028,"[ 1.53137422  0.37567924 -0.01260744 -0.45131573 -1.0387943  -1.56933047
 -2.51513386 -4.70869516]","[1.03412033 1.00437518 0.99248519 0.98012367 0.96864309 0.9442182
 0.92544185 0.88870863]","[-0.27204381 -0.38787366 -0.36080055 -0.37438748 -0.33695163 -0.32769535
 -0.29849199 -0.17395663]"
"2026-08-22T01-46-50_Softplus(beta=1.0, threshold=20.0)_64_37",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",64,1,7.7e-06,0.0075422,4.32e-05,0.0163358,4.46e-05,0.0172727,"[ 1.52978776e+00  3.65667344e-01 -2.11842496e-03 -5.05339615e-01
 -9.99059941e-01 -1.57834878e+00 -2.48988494e+00 -4.83913905e+00]","[1.03371629 1.00475914 0.99202905 0.97989417 0.9687542  0.94444314
 0.92410851 0.88658581]","[-0.26539603 -0.36322573 -0.394613   -0.37484011 -0.37329223 -0.38434245
 -0.29936239 -0.20571403]"
"2026-08-22T01-46-50_Softplus(beta=1.0, threshold=20.0)_64_38",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",64,1,5.4e-06,0.0063171,2.38e-05,0.0128168,2.94e-05,0.0136914,"[ 1.48983046e+00  3.80692403e-01 -2.31153404e-03 -4.88211097e-01
 -9.80364993e-01 -1.48949598e+00 -2.43947778e+00 -4.78902471e+00]","[1.03508196 1.00513759 0.99300939 0.98025737 0.96858212 0.94531696
 0.92531921 0.8897978 ]","[-0.282949   -0.3671087  -0.34409585 -0.33282474 -0.30271232 -0.31667175
 -0.27457329 -0.18341485]"
"2026-08-22T01-46-50_Softplus(beta=1.0, threshold=20.0)_64_39",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",64,1,5.5e-06,0.0063473,4.62e-05,0.0168328,4.46e-05,0.0164841,"[ 1.56042916e+00  3.98507193e-01  3.78697548e-03 -4.37130383e-01
 -9.76825614e-01 -1.57255011e+00 -2.54376803e+00 -4.80883636e+00]","[1.03446779 1.00294202 0.99221835 0.98048979 0.96843344 0.94419977
 0.92466462 0.8861113 ]","[-0.29578313 -0.37661458 -0.38355434 -0.3575271  -0.32251019 -0.33798755
 -0.28032793 -0.19593865]"
"2026-08-22T01-46-50_Softplus(beta=1.0, threshold=20.0)_64_40",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",64,1,5.3e-06,0.0062169,3.31e-05,0.014722,4.34e-05,0.0152684,"[ 1.59204401  0.39834954 -0.00686188 -0.46547573 -1.0175072  -1.57200049
 -2.45262264 -4.6942741 ]","[1.03527158 1.00334618 0.99232685 0.98002954 0.96942138 0.94520709
 0.92552574 0.88699893]","[-0.29765325 -0.36619302 -0.36777592 -0.33573872 -0.32455396 -0.34080371
 -0.27781405 -0.17130861]"
"2026-08-22T01-46-50_Softplus(beta=1.0, threshold=20.0)_64_41",200,8,8,200,5,"Softplus(beta=1.0, threshold=20.0)",64,1,5.6e-06,0.0063853,3.81e-05,0.0153407,2.64e-05,0.0135353,"[ 1.53386941  0.42815275 -0.00572335 -0.50897476 -1.04566388 -1.63724982
 -2.54215937 -4.69737009]","[1.03512008 1.00337989 0.99313167 0.97957393 0.9676001  0.9446717
 0.92572778 0.88848219]","[-0.29360688 -0.37745039 -0.38105072 -0.35032158 -0.34829054 -0.3405844
 -0.31595161 -0.15882748]"
